Samples,Var_avg,Var_std,Var_time,Var_IS_avg,Var_IS_std,Var_IS_time
10000,-0.03169979603742183,0.00034320432060875005,0.005612373352050781,-0.03180644431667776,0.0003114093894980718,0.027776479721069336
100000,-0.031898986609316254,0.0001209981940894331,0.04475736618041992,-0.03192212569636989,0.00010686664203705884,0.345548152923584
1000000,-0.031904037022808404,5.359590665591328e-05,0.4974076747894287,-0.031906573050034075,3.1321355089634346e-05,4.237926006317139
