Samples,Pi_avg,Pi_std,Pi_time,Pi_IS_avg,Pi_IS_std,Pi_time_IS
10000,3.1398,0.019472852898330013,0.0026013851165771484,3.130683949143991,0.035858712017042244,0.0034148693084716797
100000,3.1406959999999997,0.004809414101530421,0.03396725654602051,3.1428258536425546,0.010144056355868408,0.05469202995300293
1000000,3.142138,0.0017056337238692387,0.3644545078277588,3.1417596713069047,0.003289950250404046,0.7728579044342041
